,Name,Link,Location,Number,Email,Website,Description
437,king-of-app-sl,https://www.4yfn.com/exhibitor/king-of-app-sl/,Hall 4YFN Montjuic Hall M8 Stand G2,,,https://kingofapp.com/es,"King of App is the platform that is changing the way you create applications. Born in 2014, it is an open source app builder with which, by using templates, modules and services, any user can create and offer their customers applications for Android and iOS. "
438,koodata-inc,https://www.4yfn.com/exhibitor/koodata-inc/,Hall 4YFN Montjuic Hall M8 Stand 7,+886 26587768,carlosnuila@koodata.com.tw,http://www.koodata.com.tw/,"KooData is a Martech startup based in Taipei, Specialized in making complicated things simpler. We help our clients find the most suitable marketing strategies in this information saturated world."
439,kopagas,https://www.4yfn.com/exhibitor/kopagas/,Hall 4YFN Montjuic Hall M8 Stand 54,,,,
440,korea-institute-of-startup-entrepreneurship-development,https://www.4yfn.com/exhibitor/korea-institute-of-startup-entrepreneurship-development/,Hall 4YFN Montjuic Hall M8 Stand 14,,,https://www.kised.or.kr/,KISED was established as a public institute of MSS(Ministry of SMEs and Startups) to activate start-up and create jobs in 2008. Main vision is to provide customized service suitable for the characteristics of individual Entrepreneurs.
441,kotozna-inc,https://www.4yfn.com/exhibitor/kotozna-inc/,Hall 4YFN Montjuic Hall M8 Stand L3,,,http://kotozna.com/index_en.html,"Kotozna, Inc. has been providing multi-language translation services with QR codes since 2016. It has supplied QR codes to over 3000 restaurants, hotels and tourist spots in Japan. Kotozna, Inc was found by two serial entrepreneurs, Genri Goto and Takaaki Kamio."
442,koyac,https://www.4yfn.com/exhibitor/koyac/,Hall 4YFN Montjuic Hall M8 Stand Q3,,hello@koyac.net,http://www.koyac.net/,"KOYAC – standing for 'Kicking off young art-collecting', is an online platform aimed to promote and encourage art collecting among new audiences. In partnership with art galleries around Europe, we make art collecting easy and accessible through education, advisory and the online sale of curated selections of artworks, in order to break the walls that would prevent the general public from diving into the art world."
443,kpmg-2,https://www.4yfn.com/exhibitor/kpmg-2/,Hall 4YFN Montjuic Hall M8 Stand P1,,kushal.puri@kpmg.co.uk,https://www.kpmgenterprise.co.uk/,"Passion, it’s what drives entrepreneurs, family businesses and fast-growing companies. It’s also what inspires KPMG to help you drive success. We’re dedicated to working with businesses like yours. Whether you’re an innovative startup, fast-growing company, or an established company looking to an exit, we understand what is important to you and can help you navigate your challenges. You gain access to KPMG’s global resources through a single point of contact. It’s a local touch with a global reach. KPMG in the UK provides Audit, Tax, and Advisory services from 22 offices across the UK with approximately 14,500 partners and staff."
444,kyunpook-national-university-smart-venture-campus,https://www.4yfn.com/exhibitor/kyunpook-national-university-smart-venture-campus/,Hall 4YFN Montjuic Hall M8 Stand 16,,,http://svik.or.kr/,We are in korea Find young entrepreneurs with creative ideas and provide comprehensive support for the entire business start-up process from business-planning to startup education
445,la-pulponeta,https://www.4yfn.com/exhibitor/la-pulponeta/,Hall 4YFN Montjuic Hall M8,,,,
446,lactapp-women-health-sl,https://www.4yfn.com/exhibitor/lactapp-women-health-sl/,Hall 4YFN Montjuic Hall M8 Stand T3,+34 616467626,enric@lactapp.es,http://www.lactapp.com/,LactApp provides Artificial Intelligence in novel use cases:  Breastfeeding and Maternity. It has developed an innovative approach to lower health costs and improve women’s experiences. In only 2 years the company solves over 35.000 consultations per week through a mobile app and is developing innovative features to early diagnose mammary pathology that will improve the current public health worldwide.
447,lafricamobile,https://www.4yfn.com/exhibitor/lafricamobile/,Hall 4YFN Montjuic Hall M8 Stand G1,,,,
448,lainova,https://www.4yfn.com/exhibitor/lainova/,Hall 4YFN Montjuic Hall M8 Stand L1,+82 +821098370805,lainova@lainova.com,http://www.lainova.com/,LAINOVA is a company that manufactures and distributes functional writing instruments.
449,lanzadera,https://www.4yfn.com/exhibitor/lanzadera/,Hall 4YFN Montjuic Hall M8 Stand R2,+34 963568585,info@lanzadera.es,http://www.lanzadera.es/,Lanzadera is an accelerator located in Valencia and founded in 2013 by Juan Roig (CEO of Mercadona).
450,leedeyeon,https://www.4yfn.com/exhibitor/leedeyeon/,Hall 4YFN Montjuic Hall M8 Stand H1,+82 1024221333,hong@leedeyeon.com,http://www.leedeyeon.com/,"Founded in 2016, LEEDEYEON, Inc. provides the most efficient design solution from idea to market with our own Design Thinking Process(LDTP). This up-and-coming platform is the systematic approach to accelerate product development cycle by involving collective networks of talents that aids in ideation, design, R&D, manufacturing and marketing."
451,lenscom-image-et-communication,https://www.4yfn.com/exhibitor/lenscom-image-et-communication/,Hall 4YFN Montjuic Hall M8 Stand O3,(077) 003-9511,y.gegout@lenscom.fr,http://lenscom/,"Virtual reality is a growing market, Facebook Google rely on this technology."
452,lipamobile,https://www.4yfn.com/exhibitor/lipamobile/,Hall 4YFN Montjuic Hall M8 Stand 54,+256 752692502,lkjemba@gmail.com,http://www.lipamobile.com/,"The Xuldime is a digital school platform while enabling families to plan, save and manage educational expenses of tuition, pocket money, scholastic supplies, provides underpaid teachers financing and management for their group small enterprises and delivers quality discounted merchandise for the entire school eco system."
453,lips-corporation,https://www.4yfn.com/exhibitor/lips-corporation/,Hall 4YFN Montjuic Hall M8 Stand 7,,,https://www.lips-hci.com/,LIPS are positioned as 3D Machine Vision Platform provider offering:
454,lis-solutions-s-l,https://www.4yfn.com/exhibitor/lis-solutions-s-l/,Hall 4YFN Montjuic Hall M8 Stand E4,+34 688823305,asier.barredo@lis-solutions.es,http://www.lis-solutions.es/,LIS-Solutions is an IT Company with AI Algorithm for the Industry 4.0.
455,lokd-ltd,https://www.4yfn.com/exhibitor/lokd-ltd/,Hall 4YFN Montjuic Hall M8 Stand H2,+44 2035142739,sales@lokd.com,https://lokd.com/,LOKD is a cybersecurity company that provides complete next level mobile device security and endpoint security as a corporate immune security system.
456,loopsetter,https://www.4yfn.com/exhibitor/loopsetter/,Hall 4YFN Montjuic Hall M8 Stand H1,+82 1055552416,master@loopsetter.com,http://www.loopsetter.com/,LOOPSETTER™
457,loud-steps,https://www.4yfn.com/exhibitor/loud-steps/,Hall 4YFN Montjuic Hall M8 Stand P4,,sarper@boni.me,http://www.loudsteps.com/,"LoudSteps helping Blind and Visually Impaired people, to independently travel around the city and visit venues. With Airbus, LoudSteps is integrated into aircraft cabins to provide an autonomous flight experience.  It is completely free for the users. It can be installed to smart cities and smart venues. LoudSteps is a mobile phone application where the unsighted blind or visually impaired person can use the app with voice commands or finger gestures, while the application always responses with audio-based messages."
458,lucid,https://www.4yfn.com/exhibitor/lucid/,Hall 4YFN Montjuic Hall M8 Stand D2,,,https://lucidinside.com/,LUCID is bringing AI-based 3D depth sensing to multi-camera devices at ZERO hardware cost. Our revolutionary real-time 3D fusion technology allows any product with multiple cameras to see and perceive the world as we do.
459,lynk,https://www.4yfn.com/exhibitor/lynk/,Hall 4YFN Montjuic Hall M8 Stand 54,+254 724363444,adam@lynk.co.ke,http://lynk.co.ke/,"Lynk is transforming Africa’s informal labor sector by providing a technology platform that connects workers to clients.  This is a $700mn sector in Kenya and a $25bn sector in Africa. Headquartered in Kenya, where 83% of the working population operates in the informal sector, Lynk has revolutionized the way people obtain services.  Lynk reduces frictions by allowing businesses and households to easily request verified service providers and by using automated processes to ensure consistently high quality.  Launched in 2016, Lynk has grown into Africa's leading service marketplace with annualized platform sales of $2mm USD, and an 80% customer retention rate.."
460,m-kopa,https://www.4yfn.com/exhibitor/m-kopa/,Hall 4YFN Montjuic Hall M8 Stand 54,,,,
461,magnetika-power-fortune-s-l,https://www.4yfn.com/exhibitor/magnetika-power-fortune-s-l/,Hall 4YFN Montjuic Hall M8 Stand P2,+34 635934592,jaibar@mobbio.com,http://www.magnetika.tech/,Magnetika offers wireless power tranfer throught magnetic resontant couplig. Our patented technology solves the existing problem with this technology related to alignment and aligment changes. As a result we offer a safe and flexible technology capable to transfer energy wirelessly in home environments. Several companies have shown interest in this technology to replace domestic loom or charging wires in consumer electronics.
462,magpie-tech-inc,https://www.4yfn.com/exhibitor/magpie-tech-inc/,Hall 4YFN Montjuic Hall M8 Stand 3,+82 1044081485,hugo@magpie-tech.com,http://www.magpie-tech.com/,"Magpie team considers coordination and mediation as our foremost value as a company. The world is full of opinions and imaginations. Our goal is finding new and improved solutions within the disparate state, by respecting one another’s different values and tuning those paths into solidarity. "
463,mandonga,https://www.4yfn.com/exhibitor/mandonga/,Hall 4YFN Montjuic Hall M8,,,,
464,mangoh-sierra-wireless,https://www.4yfn.com/exhibitor/mangoh-sierra-wireless/,Hall 4YFN Montjuic Hall M8 Stand 9,,tcantegrel@sierrawireless.com,http://mangoh.io/,mangOH is an open source industrial-grade hardware & software paltform that eases the development of cellular IoT applications.
465,masako-kitazaki,https://www.4yfn.com/exhibitor/masako-kitazaki/,Hall 4YFN Montjuic Hall M8 Stand 52,,,,
466,mastercard,https://www.4yfn.com/exhibitor/mastercard/,Hall 4YFN Montjuic Hall M8 Stand 114,,,https://www.mastercard.es/es-es.html,"Mastercard (NYSE: MA), www.mastercard.com, is a technology company in the global payments industry.  Our global payments processing network connects consumers, financial institutions, merchants, governments and businesses in more than 210 countries and territories.  Mastercard products and solutions make everyday commerce activities – such as shopping, traveling, running a business and managing finances – easier, more secure and more efficient for everyone."
467,masventures-by-grupo-masmovil,https://www.4yfn.com/exhibitor/masventures-by-grupo-masmovil/,Hall 4YFN Montjuic Hall M8 Stand 78,,info@masventures.com,http://www.masventures.com/,MASventures is a Corporate Accelerator launched by GRUPO MASMOVIL to support and finance startups aligned with its business strategy.
468,match-mode,https://www.4yfn.com/exhibitor/match-mode/,Hall 4YFN Montjuic Hall M8 Stand R3,,,http://www.matchmode.es/,"MATCH MODE is an innovative digital platform that selects and promotes experts specialized in the fashion industry. We created a marketplace that matches client’s needs with freelancers’ skills, while offering a secure and traceable environment for collaboration."
469,materials-zone,https://www.4yfn.com/exhibitor/materials-zone/,Hall 4YFN Montjuic Hall M8 Stand F4,,,http://www.materials.zone/,"Discovery in materials science is due to a complex synergy of people, technology and processes, with data always at the heart of every decision."
470,matontine,https://www.4yfn.com/exhibitor/matontine/,Hall 4YFN Montjuic Hall M8 Stand 54,+221 773337069,bernie@matontine.com,http://www.matontine.com/,"MaTontine provides access to small loans and a range of financial services for the financially excluded in Africa.  The problem for our customers is that they do not have access to small loans at reasonable costs .  We solve the customer problem by digitizing traditional savings circles in order to provide access to financial services like small loans; thereby reducing the cost of borrowing by 75% or more. Our differentiation is that we are able to provide a range of integrated financial services via a basic, feature phone.  This is very important as only 20% of Africans have smartphones."
471,me-solshare-ltd,https://www.4yfn.com/exhibitor/me-solshare-ltd/,Hall 4YFN Montjuic Hall M8 Stand 54,,,,
472,mediai-plus,https://www.4yfn.com/exhibitor/mediai-plus/,Hall 4YFN Montjuic Hall M8 Stand 16,+82 1032640218,hanalman2018@gmail.com,http://www.youtube.com/hanalman,MEDIAI means medication+AI
473,mediainteractive,https://www.4yfn.com/exhibitor/mediainteractive/,Hall 4YFN Montjuic Hall M8 Stand E2,+386 40272561,francdolenc@gmail.com,http://miteam.eu/,A digital transformation is enforcing a dramatic change and will require advanced digital tools to support it.
474,mediapro,https://www.4yfn.com/exhibitor/mediapro/,Hall 4YFN Montjuic Hall M8 Stand Q3,,,,
475,mediktor,https://www.4yfn.com/exhibitor/mediktor/,Hall 4YFN Montjuic Hall M8 Stand R4,+34 932111666,info@mediktor.com,http://www.mediktor.com/,"Mediktor is the most advanced and accurate symptom checker for pre-diagnosis, triage and decision-making support. The technology combines artificial intelligence, natural language recognition and patient data to detect symptoms and offer a listing of possible conditions, recommendations and even connecting with medical professionals within a health insurance network."
476,medvisit,https://www.4yfn.com/exhibitor/medvisit/,Hall 4YFN Montjuic Hall M8 Stand R4,+34 935418080,a.lozano@medvisit.io,http://medvisit.io/,"An unforeseen health problem can arise at the most inconvenient time, while traveling abroad."
477,mellbell-electronics,https://www.4yfn.com/exhibitor/mellbell-electronics/,Hall 4YFN Montjuic Hall M8 Stand N3,+992 796383754,alaa@mellbell.cc,http://mellbell.cc/,"MellBell Electronics is a community-driven electronics company, and is going to lead the DIY, and open source hardware movements in the MENA region."
478,mental-health-cluster-catalonia,https://www.4yfn.com/exhibitor/mental-health-cluster-catalonia/,,,,https://clustersalutmental.com/,"Mental Health Cluster is an original Catalan regional cluster and hub for innovation and business development in healthcare, homecare, and social services. We are membership organization with members from private industry, public organizations, research and education institutions, mental Health providers, hospitals, community services and technological centers."
479,mente,https://www.4yfn.com/exhibitor/mente/,Hall 4YFN Montjuic Hall M8 Stand F1,+57 3105603472,mauricio@coleoptera.co,http://mente.wavecomm.net/,"MENTe is a system capable of generating profiles of people's behavior using both, their available public information and that on their social networks. "
480,merlot-laboratories,https://www.4yfn.com/exhibitor/merlot-laboratories/,Hall 4YFN Montjuic Hall M8 Stand 3,,,https://merlotlab.com/?lang=en,Merlotlab has the optimized smart solution.
481,messagenius,https://www.4yfn.com/exhibitor/messagenius/,Hall 4YFN Montjuic Hall M8 Stand K1,+39 3803963040,luigi@messagenius.im,https://messagenius.im/,MICROPITCH
482,metropole-ruhr,https://www.4yfn.com/exhibitor/metropole-ruhr/,,+49 201 632 488 29,speer@business.metropoleruhr.de,https://www.metropole.ruhr/,"With more than 5 million residents, the Ruhr Metropolis is the largest conurbation in Germany and can only be exceeded in Europe by Paris and London. The region is home to more than 160,000 companies and 22 universities and is known as Germany’s center of competence for IT-Security. As a digital model municipality with the aim to create the perfect digital network between the regional companies and research and education institutes, the city of Gelsenkirchen has started a project called “the networked city” to find out how digitization changes the city and to seize the chances that come with it."
483,microriobiotic-sl,https://www.4yfn.com/exhibitor/microriobiotic-sl/,Hall 4YFN Montjuic Hall M8 Stand A1,,,,
484,microsystems-inc,https://www.4yfn.com/exhibitor/microsystems-inc/,Hall 4YFN Montjuic Hall M8 Stand M1,,,http://www.microsystems.co.kr/,"Microsystems, Inc  is a technology-oriented enterprise that enhances the value and the application of a camera with providing a clear view through Drop Free Glass operated by a unique microfluidic technology."
485,minalogic,https://www.4yfn.com/exhibitor/minalogic/,Hall 4YFN Montjuic Hall M8 Stand O1,+33 438785272,constance.motte@minalogic.com,https://www.minalogic.com/en/home,"Minalogic is a global innovation cluster for digital technologies based in France’s Auvergne-Rhône-Alpes region. Minalogic gathers 400 members, among which 300 innovative SMEs/startups as well as the leading-egde research labs and universities in the digital technologies area. The cluster supports its innovative ecosystem by facilitating networking, fostering collaborative R&D, and accelerating business growth of its members. The products and services developed by its members address all industries, from ICT and healthcare to energy and advanced manufacturing. Minalogic is a founding member of the Silicon Europe Alliance, formed of 12 ICT clusters of excellence, gathering 2500 members across all Europe."
486,mindtech-apps,https://www.4yfn.com/exhibitor/mindtech-apps/,Hall 4YFN Montjuic Hall M8 Stand 72,+36 305813541,mindtechapps@mindtechapps.com,https://mindtechapps.com/,"Mindtech Apps is an innovative mobile app and web developer agency, with an own e-healthcare product range on the field of brain  – computer interface based solutions. Besides building awesome digital products with React for startups an international corporations, we are also providing an outstanding artificial intelligence research and implementation to our customers, using Python, TensorFlow, and Google ML engine. If you are looking for a team to build your digital product, or would like to extend your app or website with technologies like AI based custom image recognition, feel free to contact us."
487,minority-startups-ltd,https://www.4yfn.com/exhibitor/minority-startups-ltd/,Hall 4YFN Montjuic Hall M8 Stand E2,+1 8328867422,laelalexander@minoritystartups.com,http://minoritystartups.com/,".Minority Start-ups LTD was founded in 2016 by Americas First African American Consumer Electronics Manufacturer, Noitavonne Inc, Founded by Lael Alexander.  The mission was to provide expert guidance and a unique mix of financial support, creative insight, engineering expertise and manufacturing capacity. Doing this created an environment that would enable flourishing young minority innovators with creative products, services or ideas to have sufficient means that would assist them in entering the competitive world market.  Diversity is the cornerstone of Minority Startup Members, as it paves a way to put creative brilliance on display for the world to see."
488,minushu,https://www.4yfn.com/exhibitor/minushu/,Hall 4YFN Montjuic Hall M8 Stand G3,+34 935591592,info@minushu.com,https://minushu.com/,Minushu has developed a system to create Augmented Reality series in fast and cost-efficient way. The probe is NUSHU: a news service for children that combines comic strips with Augmented Reality. NUSHU is a series of adventures aiming to help students develop critical thinking about news and global issues. 
489,mira-robotics,https://www.4yfn.com/exhibitor/mira-robotics/,Hall 4YFN Montjuic Hall M8 Stand K3,+81 444555786,ken@mirarobotics.io,https://mirarobotics.io/,Housekeeping service by tele-op robot.
490,miraxess,https://www.4yfn.com/exhibitor/miraxess/,Hall 4YFN Montjuic Hall M8 Stand O1,+33 667599217,yanis@miraxess.com,http://www.miraxess.com/,The Mirabook turns the smartphone into a laptop.
491,miro-in-cube-programme-miro,https://www.4yfn.com/exhibitor/miro-in-cube-programme-miro/,,+33 468661755,sara.gregori@univ-perp.fr,http://www.miroincube.eu/,"MIRO IN CUBE 2019 is a 4-day hackathon, held at 3 locations –Perpignan, Barcelona and Palma."
492,mitsuya-co-ltd,https://www.4yfn.com/exhibitor/mitsuya-co-ltd/,Hall 4YFN Montjuic Hall M8 Stand L3,,uchibori@mitsuyanet.co.jp,http://www.mitsuya-plating.com/,"Mitsuya has provided advanced engineering solution for improving various industrial plating properties (e.g. Aerospace, Automotive, Electronics, Communication, Medical and Semiconductor)."
493,moasure,https://www.4yfn.com/exhibitor/moasure/,Hall 4YFN Montjuic Hall M8 Stand L2,+44 1926623122,mo.hussain@moasure.com,http://www.moasure.com/,"Moasure is a revolutionary measuring technology that measures by sensing its position and movement in three dimensions. Our patented technology uses motion to make measurements, leveraging inertial sensors and a proprietary algorithm to deliver an innovative new way to measure."
494,mobietrain,https://www.4yfn.com/exhibitor/mobietrain/,Hall 4YFN Montjuic Hall M8 Stand H3,,,https://www.mobietrain.com/,Setting the Global Standard for M-learning to boost sales & productivity
495,mobilous-inc,https://www.4yfn.com/exhibitor/mobilous-inc/,Hall 4YFN Montjuic Hall M8 Stand K3,,rakesh.sharrma@mobilous.com,http://www.mobilous.com/,"AppExe is a drag and drop US patented hi-speed technology that builds cross-platform yet native, mobile apps for iOS, Android, Windows Phone & Desktop, HTML5 ( mobile browser ) without programming at one go."
496,mobisol,https://www.4yfn.com/exhibitor/mobisol/,Hall 4YFN Montjuic Hall M8 Stand 54,,,,
497,modularity-grid,https://www.4yfn.com/exhibitor/modularity-grid/,Hall 4YFN Montjuic Hall M8 Stand P4,+44 7825985289,elizabeth@modularitygrid.com,https://www.modularitygrid.com/,"At Modularity Grid, we're building a platform for intelligent management of mini-grids (standalone electric power systems), for energy services companies that operate in low-income communities. Our platform makes mini-grids efficient, and cost-effective to operate. Our goal is to make sure that communities get high-quality electricity that is affordable and reliable."
498,moin-inc,https://www.4yfn.com/exhibitor/moin-inc/,Hall 4YFN Montjuic Hall M8 Stand 16,+82 1029377392,business@themoin.com,https://www.themoin.com/,MOIN develops a global money transfer service based on Blockchain technology.
499,monkingme-s-l,https://www.4yfn.com/exhibitor/monkingme-s-l/,Hall 4YFN Montjuic Hall M8 Stand P3,+34 936838552,monkingme@monkingme.com,https://www.monkingme.com/,"MonkingMe is a music platform to listen to and download songs for free, while artists are paid. We increase artists' digital and merchandising revenue. Fans can support their favorite artists by subscribing directly to them: one artist, one subscription. Users can create playlists and discover new emerging artists. We also help artists to promote their music among our more than 1.5 million users that have downloaded our Android and iOS apps."
500,more-stamina-sl,https://www.4yfn.com/exhibitor/more-stamina-sl/,Hall 4YFN Montjuic Hall M8 Stand Nap2,,,,
501,mosaic-factor,https://www.4yfn.com/exhibitor/mosaic-factor/,Hall 4YFN Montjuic Hall M8 Stand R3,,,https://www.mosaicfactor.com/,Mosaic Factor is specialised in data driven innovation with a strong focus on data sharing and all related challenges and opportunities in sustainable Mobility of People and Goods. We work in close collaboration with the most relevant European entities of the field to design and develop new approaches and technologies to exploit the full potential of digitalisation and collaboration in Mobility and Logistics through a deep mastery of data analytics and user behaviour.
502,most-inc,https://www.4yfn.com/exhibitor/most-inc/,Hall 4YFN Montjuic Hall M8 Stand 16,,kate.namgung@beigic.com,http://beigic.com/,"Most Inc. is a beauty game-changer based in Seoul. It has launched its first beauty brand, BEIGIC in 2018. BEIGIC was born to co-create new and innovative beauty products with the real beauty lovers through its content platform where high quality, non-commercial beauty contents are offered freely."
503,motion-s-s-a,https://www.4yfn.com/exhibitor/motion-s-s-a/,Hall 4YFN Montjuic Hall M8 Stand B1,+352 26202156,isabell.scherer@motion-s.com,http://www.motion-s.com/,"Motion-S is a mobility data and analytics company which provides advanced services on risk assessment and profiling to its clients. In our determination to shape the future of mobility, we embarked on an exceptional challenge: to objectively asses driving behavior using heterogeneous data. We are predicters: we provide exact risk assessments that are used by insurers, fleet managers, car sharing and leasing companies and OEMs worldwide. Our solutions allow predictive maintenance, positive customer selection, innovative customer touch-points, increased claim-cost ratios, driver coaching and resource preservation. We give our customers a head-start in telematics – being safer, more efficient and profitable."
504,motorica,https://www.4yfn.com/exhibitor/motorica/,Hall 4YFN Montjuic Hall M8 Stand H3,,,https://global.motorica.org/,"Motorica company challenges the outdated ideas about prosthetic hands and rehabilitation. We taught prostheses to communicate with the user, go online, perform voice commands, pay for purchases. In 2018, our team launched the development of a rehabilitation platform based on virtual reality and a platform for collecting telemetry via gsm-module in prosthetic devices. Nowadays, people with disabilities become the primary users of the cyber technology market and turn weaknesses into strengths."
505,mouters,https://www.4yfn.com/exhibitor/mouters/,Hall 4YFN Montjuic Hall M8 Stand R3,+34 661532318,xavi@mouters.com,http://www.mouters.com/,"Mouters is a platform that will help you compare motorcycle and electric vehicle rental companies with just one click. Our website allows you to check and compare among the best rental companies and always helps you find the best prices, vehicle models to choose from and your closest rental points. This is why Mouters is the best option for renting both at a daily and monthly basis.  We are strong believers in sustainable mobility and so we also offer rental of  electric power vehicles. Mouters will help you find the best rental options by saving time and money."
506,movilest,https://www.4yfn.com/exhibitor/movilest/,Hall 4YFN Montjuic Hall M8 Stand 16,,,https://www.movilest.com/,"Movilest will be the entrance of mobile business in Latin America starting from Lock-screen reward Ad platform, “COCOIN”."
507,mowoot,https://www.4yfn.com/exhibitor/mowoot/,Hall 4YFN Montjuic Hall M8 Stand J3,0034 93 5106653,anna@mowoot.com,http://www.mowoot.com/,"MOWOOT has been developed by a team of scientists, engineers and doctors with the collaboration of physicians and physiotherapists at the neurological rehabilitation center Institut Guttmann of Barcelona. This natural solution, non invasive and non-pharmacological, reproduces the abdominal massage performed by physiotherapists to facilitate intestinal transit. Mowoot consists on a lightweight belt that with pneumatic technology reaches up to 7 cm deep in abdomen, so that it stimulates the colon and move feces."
508,mschools-sdg-challenge,https://www.4yfn.com/exhibitor/mschools-sdg-challenge/,Hall 4YFN Montjuic Hall M8 Stand 8,,mschools@mobileworldcapital.com,http://sdg.mschools.com/,The mSchools SDG Challenge is an international competition for undergraduate students to design innovative solutions the United Nations’ Sustainable Development Goals applying digital technology. The SDG Challenge Finals and Awards Ceremony will be held at 4YFN EdTech track- a specialised education technology track brought to you by mSchools. 
509,musanga-logistics,https://www.4yfn.com/exhibitor/musanga-logistics/,Hall 4YFN Montjuic Hall M8 Stand 54,+260 979774592,ek@musanga.com,http://www.musanga.com/,Musanga Logistics was founded in 2016 by Njavwa Mutambo and Emmanuel Kwenda. Musanga which means fast in a Zambian local language came into existence to tackle the problem of last-mile logistics while fighting unemployment.
510,musiclist,https://www.4yfn.com/exhibitor/musiclist/,Hall 4YFN Montjuic Hall M8 Stand N2,+34 686266583,jordi@musiclist.es,https://www.musiclist.es/,MusicList is a startup born in Barcelona with the aim of adding content from the best music streaming services.
511,must-travel-tech,https://www.4yfn.com/exhibitor/must-travel-tech/,Hall 4YFN Montjuic Hall M8 Stand R4,+34 645419799,raphael@discovermust.com,https://discovermust.com/,MUST is a social media app that enables individuals to share the experiences and places in their lives that they have found to be transcendental and noteworthy; all those hidden gems that have been found either in someone’s hometown or while discovering a new location.
512,muutech-monitoring-solutions,https://www.4yfn.com/exhibitor/muutech-monitoring-solutions/,Hall 4YFN Montjuic Hall M8 Stand G3,+34 886117432,info@muutech.com,http://www.muutech.com/,"Because information matters. Muutech is a company which delivers whole E2E monitoring solutions, thanks to a centralized monitoring cloud platform, which provides and easy-to-deploy application, for network, industrial & IoT device management, from end-user application experience to device-level performance. Transform your monitoring data into valuable information, at any time, from anywhere. Monitoring made easy"
513,mydata-global,https://www.4yfn.com/exhibitor/mydata-global/,Hall 4YFN Montjuic Hall M8 Stand 52,,,,
514,myhealth-watcher,https://www.4yfn.com/exhibitor/myhealth-watcher/,Hall 4YFN Montjuic Hall M8 Stand G1,+34 654667631,joan@myhealthwatcher.es,http://www.myhealthwatcher.es/,myHEALTH WATCHER is the ultimate tool for the healthy eating.
515,mymanu-play,https://www.4yfn.com/exhibitor/mymanu-play/,Hall 4YFN Montjuic Hall M8 Stand L2,+44 3333350386,,https://www.mymanu.com/,Mymanu is an innovative manufacturer and designer of smart consumer electronics and software that enrich people’s experience through the power of sound.
516,n-e-t-c-r-y-o,https://www.4yfn.com/exhibitor/n-e-t-c-r-y-o/,Hall 4YFN Montjuic Hall M8 Stand O3,+33 670729059,,http://www.netcryo.com/,"Concerned by related issues to the environmental conservation and the improvement of the urban living condition, NETCRYO company was become one of the major players in cryogenic cleaning and weeding."
517,n26,https://www.4yfn.com/exhibitor/n26/,Hall 4YFN Montjuic Hall M8,,,http://n26.com/,"N26 is building the first global mobile bank the world loves to use. Valentin Stalf and Maximilian Tayenthal founded N26 in 2013 and launched the initial product in early 2015. Today N26 has more than 2.3 million customers in 24 markets across Europe who currently hold over €1 billion in accounts and generate over €1.5 billion in monthly transaction volume. The company employs more than 700 employees across 3 office locations: Berlin, New York and Barcelona."
518,nacar-design,https://www.4yfn.com/exhibitor/nacar-design/,Hall 4YFN Montjuic Hall M8 Stand 112,+34 680261522,danae.gomez@nacardesign.com,http://www.nacardesign.com/,"We are a strategic design agency of over 40 professionals, engaging with businesses to uncover their full potential. Nacar is the crosspoint where users, clients, and technologies meet to drive the change."
519,nanolock-security,https://www.4yfn.com/exhibitor/nanolock-security/,Hall 4YFN Montjuic Hall M8 Stand 20,,eranf@nanolocksecurity.com,https://www.nanolocksecurity.com/,"NanoLock Security was founded in 2016 by seasoned industry executives and formed around the founders’ and senior management’s deep understanding of how to manage and secure the new generation of connected and IoT devices. The company provides the industry’s only lightweight, ironclad, low-cost security and management solution for connected and IoT devices. Using virtually zero computing or power resources, NanoLock Security protects firmware and sensitive information stored on connected and IoT devices, preventing attacks ranging from ransomware to malicious manipulation of stored code. NanoLock has offices in New York, Israel and Tokyo. Please visit www.nanolocksecurity.com for more information."
520,napptilus-tech-labs,https://www.4yfn.com/exhibitor/napptilus-tech-labs/,Hall 4YFN Montjuic Hall M8 Stand P2,+34 932157735,rterradas@napptilus.com,http://www.napptilus.com/,"Napptilus is a Venture Builder based in Barcelona with a deep expertise in mobile and web development. Our team of professionals, formed by engineers, technical gurus, designers and marketing strategists allow us to create high quality cutting edge solutions."
521,naru-intelligence,https://www.4yfn.com/exhibitor/naru-intelligence/,Hall 4YFN Montjuic Hall M8 Stand O2,,,http://www.naruintelligence.com/,Naru Intelligence develops Artificial Intelligence systems for oncology. We are focused on improving outcomes of every patient and optimizing hospital performance and clinical research. We specialize in the development of machine learning algorithms that integrate Real World Data in order to support and enhance clinical decisions. Our main objective is to improve personalized care through the analysis of each patient’s experience.
522,navin,https://www.4yfn.com/exhibitor/navin/,Hall 4YFN Montjuic Hall M8 Stand C2,+972 546711171,dan@nav-in.com,http://www.nav-in.com/,"The key problem is that GPS signals are unavailable inside buildings, rendering existing solutions useless. Whatever works for roads, does not work inside buildings. As a result, indoor venues, install thousands of beacons or manually map existing WiFi/magnetic field for every building, floor by floor. This is not a scalable approach. Navin is crowdsourced and community-based. With Navin, places are automatically mapped by the crowd without any manual efforts and without cooperation from location owners. This friction-free, self-deploying virality, enables the company to pursue a unique go-to-market strategy and deliver value in millions of locations."
