,Name,Link,Location,Number,Email,Website,Description
1959,nrw-invest-gmbh,https://www.mwcbarcelona.com/exhibitor/nrw-invest-gmbh/,Hall 6 Stand 6B40,,,http://www.nrwinvest.com,"The state-owned economic development agency NRW.INVEST conducts international marketing for Germany's No. 1 investment location, North Rhine-Westphalia (NRW). In doing so, it campaigns worldwide for foreign direct investments for NRW. Besides subsidiaries in Japan and the USA, NRW.INVEST operates branch offices in China, India, Korea, Poland, Russia and Turkey. With its international representations and the head office in Düsseldorf NRW.INVEST supports companies with investment projects or business locations in North Rhine-Westphalia. Today there are already about 18,000 foreign firms based in Germany's economically most important federal state."
1960,nsys-group,https://www.mwcbarcelona.com/exhibitor/nsys-group/,Hall 5 Stand 5K67,,lina@nsysgroup.com,http://www.nsysgroup.com,"NSYS GROUP team is developers of software for mobile device diagnostics and data erasure. NSYS Software is a tool for wholesalers, recyclers, retailers, mobile operators, buyback providers and other companies dealing with pre-owned devices."
1961,nth-mobile,https://www.mwcbarcelona.com/exhibitor/nth-mobile/,Hall 8,,info@nth-mobile.com,http://www.nth-mobile.com,"NTH Mobile is a trusted provider of advanced mobile solutions, including:"
1962,nts-retail,https://www.mwcbarcelona.com/exhibitor/nts-retail/,Hall 8,,info@ntsretail.com,http://www.ntsretail.com,NTS Retail creates unified commerce and digital in-store solutions for telecom operators. Leading telco brands use NTS Retail’s omni-channel solution to steer their entire retail business and build a strong digital experience at their retail stores and across their customer touchpoints. They rely on our all-encompassing digital retail transformation program that is based on +20 years of telco industry experience and a track record of more than 350 integration projects for CSPs in 24 countries.
1963,ntt-ntt-docomo,https://www.mwcbarcelona.com/exhibitor/ntt-ntt-docomo/,Hall 3 Stand 3D31,,,,"As one of the world’s largest ICT companies, the NTT Group comprises a select group of global technology companies. With a mission of becoming “Your Value Partner”, we are accelerating our self-transformation to help create a prosperous society. Our mobile arm, NTT DOCOMO, is Japan's leading mobile operator with over 77 million subscriptions, and a world leader in the development of mobile network technologies. At MWC19, we will showcase use cases for 5G, which DOCOMO plans to launch as a pre-commercial service in September, as well as demonstrate how our globally-developed digital transformation solutions can realize a true smart world."
1964,nuance-communications,https://www.mwcbarcelona.com/exhibitor/nuance-communications/,Hall 2 Stand 2E16Ex,,selena.castellanos@nuance.com,http://www.nuance.com,"Nuance Communications, Inc. is the pioneer and leader in conversational AI innovations that bring intelligence to everyday work and life. The Company delivers solutions that can understand, analyze and respond to human language to increase productivity and amplify human intelligence. With decades of domain and artificial intelligence expertise, Nuance works with thousands of organizations – in global industries that include healthcare, telecommunications, automotive, financial services, and retail – to create stronger relationships and better experiences for their customers and workforce. For more information, please visit www.nuance.com."
1965,nubia-technology-co-ltd,https://www.mwcbarcelona.com/exhibitor/nubia-technology-co-ltd/,Hall 1 Stand 1C40,,,http://www.nubia.com,"Founded in October 2012, nubia aims to bring high-end, innovative smartphones to adventurous users who want to pursue new experiences and an enhanced quality of life. Inspiring the world to Be Yourself, nubia continues to elevate lifestyles by encouraging users to chase their dreams and pursue new passions. With headquarters in China, nubia now has operations around the world including North America, Europe, Russia, Southeast Asia and India. The brand is well known for its innovative smartphone features and professional mobile photography functions."
1966,nuclio-venture-builder,https://www.mwcbarcelona.com/exhibitor/nuclio-venture-builder/,Hall M8,,patricia.pallares@nuclio.com,http://www.nuclio.com,"Nuclio is a company builder that incubates startups with business models already validated in other markets. Nuclio identifies the different business models in-house and puts together the team of entrepreneurs to execute the project. During the incubation process, Nuclio offers its entrepreneur access to central services, including IT, accounting, PR, legal, HR services amongst others."
1967,nucurrent,https://www.mwcbarcelona.com/exhibitor/nucurrent/,Hall 8,,mike.harmon@nucurrent.com,http://www.nucurrent.com,"NuCurrent delivers breakthroughs in wireless power through its expertise in magnetics and full-system integration. The company’s core technologies include its patented MLMT antennas – which are the industry’s thinnest and most efficient (highest Q) – along with proprietary technologies that accelerate successful wireless power solution development through advanced hardware simulation and firmware control. NuCurrent’s engineering team applies these core technologies in partnership with client product teams to produce complete wireless power solutions on the Qi and Airfuel Standards and within closed, proprietary systems."
1968,nukula,https://www.mwcbarcelona.com/exhibitor/nukula/,Hall M8,,,http://www.nukula.es,"People’s interest on developing a healthy diet is rinsing, however they usually lack the knowledge to identify the healthiest choice in a grocery shop or how to build a balanced diet. To satisfy this new need we created Nukula, an online grocery shopping application which includes a food recommendation software. Nukula turns the user’s shopping list into a healthy and balanced basket, by comparing all the available products in their usual supermarket and selecting the best options based on their ingredients."
1969,nuran-wireless,https://www.mwcbarcelona.com/exhibitor/nuran-wireless/,Hall 7 Stand 7M21,,francis.letourneau@nuranwireless.com,,"NuRAN Wireless is a leading supplier of mobile and broadband wireless infrastructure solutions. Its innovative radio access network (RAN), core network, and backhaul products dramatically drop the total cost of ownership, thereby creating new opportunities for established, as well as emerging mobile network operators. Indoor coverage, isolated rural communities, offshore platforms and ships, NuRAN Wireless helps its customers reach everyone, everywhere."
1970,nurlink-technology-inc,https://www.mwcbarcelona.com/exhibitor/nurlink-technology-inc/,Hall 8,,cjzhang@nurlink.com,http://www.nurlink.com,"Nurlink Technology is a fabless IC design company with subsidiaries and offices in California, Shenzhen, Beijing, Nanjing and Hong Kong. Leveraging its world-class talents in RF analog, baseband communication system, GNSS, SoC systems and software, Nurlink pioneers in the development of fully integrated, ultra-low power wireless SoC chip solutions to meet IoT requirements. Nurlink is committed to delivering the best SoC solutions for powering the next-generation IoT communications while significantly enhancing cost and performance advantages for our customers. The current product portfolio from Nurlink includes NB-IoT and Cat-M SoCs, serving numerous markets including smart city, wearables, asset tracking and more. For more information visit http://www.nurlink.com."
1971,nurturewatch,https://www.mwcbarcelona.com/exhibitor/nurturewatch/,Hall M8,,sales@nurturewatch.com,http://www.Nurturewatch.com,"NurtureWatch is a global tracking & communication device designed for the elderly, children & those with special needs. It securely & accurately tracks the user’s whereabouts through GPS technology. It can make two-way calls to family members, caretakers or to an emergency call center."
1972,nutrasign,https://www.mwcbarcelona.com/exhibitor/nutrasign/,Hall M8,,info@nutrasign.io,,"NutraSign is a solution backed by Blockchain technology that allows food companies to improve their traceability system. It offers security, transparency and confidence to all those involved in the supply chain all the way until the final consumer."
1973,nuu-mobile,https://www.mwcbarcelona.com/exhibitor/nuu-mobile/,Hall 1 Stand 1B82,,,,"NUU Mobile specializes in high-quality, feature-rich smartphones that meet the demands of tech- and price-savvy consumers. An unlocked smartphone and dual-SIM technology leader since 2012, they are headquartered in Miami and Hong Kong, with additional offices in Minnesota, London, and Jakarta. NUU Mobile employs over 3,000 people worldwide, including over 250 R&D staff."
1974,nuwa-robotics-corporation,https://www.mwcbarcelona.com/exhibitor/nuwa-robotics-corporation/,Hall 7 Stand 7G50,,,,
1975,nxp-semiconductors,https://www.mwcbarcelona.com/exhibitor/nxp-semiconductors/,Hall 6 Stand 6O20MR,,,http://www.nxp.com,"NXP Semiconductors N.V. (NASDAQ:NXPI) enables secure connections and infrastructure for a smarter world, advancing solutions that make lives easier, better and safer. As the world leader in secure connectivity solutions for embedded applications, NXP is driving innovation in the secure connected vehicle, end-to-end security & privacy and smart connected solutions markets. Built on more than 60 years of combined experience and expertise, the company has over 30,000 employees in more than 30 countries and posted revenue of $9.26 billion in 2017."
1976,nytilus,https://www.mwcbarcelona.com/exhibitor/nytilus/,Hall M8,,abi@nytilus.com,http://www.nytilus.com,Nytilus is a Canadian tech company who develops High Dynamic Range(HDR) imaging technology for Augmented Reality(AR) applications
1977,nyx-technologies,https://www.mwcbarcelona.com/exhibitor/nyx-technologies/,Hall M8,,tomer@nyx-tech.com,http://www.nyx-tech.com,"Sleep is essential for cognitive functions, physical performance, and overall health & wellness. Yet, sleep deficiency is a common problem worldwide."
1978,o-ran-alliance-c-o-loma-alta-group-llc,https://www.mwcbarcelona.com/exhibitor/o-ran-alliance-c-o-loma-alta-group-llc/,Hall 2 Stand 2A35MR,,rod@o-ran.org,,"The O-RAN Reference Architecture is designed to enable next generation RAN infrastructures. Empowered by principles of intelligence and openness, the O-RAN architecture is the foundation for building the virtualized RAN on open hardware, with embedded AI-powered radio control, that has been envisioned by operators around the globe. The architecture is based on well-defined, standardized interfaces to enable an open, interoperable supply chain ecosystem in full support of and complimentary to standards promoted by 3GPP and other industry standards organizations."
1979,oo-software-gmbh,https://www.mwcbarcelona.com/exhibitor/oo-software-gmbh/,Hall 7 Stand 7B81,,andrea.strehsow@oo-software.com,http://www.oo-software.com,"O&O is an internationally recognized provider of backup, recovery, and IT management tools for Windows. Based in Berlin, Germany we serve millions of customers in over 140 countries across the globe. CloudCuber is a new solution to backup your data from a local storage device to cloud storage. All data is encrypted, so only the owner can read and recover the data. Versioning all changes to the data creates a robust and secure method for preventing malicous changes to the data."
1980,o2micro-international-ltd,https://www.mwcbarcelona.com/exhibitor/o2micro-international-ltd/,Hall 5 Stand 5J18,,marketing@o2micro.com,,"Founded in April 1995, O2Micro International limited (NASDAQ: OIIM) designs, develops and markets innovative power management components for the Computer, Consumer, Industrial, Automotive and Communications markets. Its strengths lie in its system architecture knowledge in power management, fast time-to-market, strong customer relationships, and mixed signal engineering Integrated Circuit (IC) capabilities. The strength in mixed signal engineering is due to O2Micro's talented teams of analog and digital engineers. With offices worldwide, the company is staffed by a team of industry veterans with a successful track record and proven expertise in design, marketing, and operations."
1981,oasis-smart-sim-europe,https://www.mwcbarcelona.com/exhibitor/oasis-smart-sim-europe/,Hall 5 Stand 5B61,,olivier.leroux@oasis-smartsim.com,,"Oasis Smart SIM provides cutting edge technologies and customised services to enable  the deployment of eSIM. Oasis' mission is to embed our field proven eUICC Operating System “HeliOS” in all connected devices and provide secure services with our Subscription Management suite of evolutive solutions named “EOS”. Oasis’ value proposition includes a full set of services for embedded and reprogrammable SIM, along with solutions for activation, connectivity and subscription management. Oasis contributes in shaping the globally connected world by combining leading edge USIM technology and disruptive business models with a focus shifting from products and solutions to software and services."
1982,obs-business-school,https://www.mwcbarcelona.com/exhibitor/obs-business-school/,Hall M8,,comunicacion@onlinebschool.com,http://www.obs-edu.com,"OBS Business School fundada en 2006 como la primera escuela de negocios 100% online en español, está orientada a la formación de directivos y profesionales que desean dar un salto cualitativo en su vida laboral. Una escuela próxima al tejido empresarial nacional e internacional con mecanismos de networking globales que satisfacen las necesidades de todos los alumnos. Poniendo a su disposición una oferta formativa asociada a cuatro áreas de conocimiento: Dirección General, Marketing y Comunicación, Sistemas y Operaciones y Derecho, Finanzas y Recursos Humanos que en total engloban 35 Masters."
1983,obyte,https://www.mwcbarcelona.com/exhibitor/obyte/,Hall M8,,luke@byteball.org,http://www.obyte.org,"Obyte, formerly Byteball, is one of the veterans of the blockchain space, and is known for its innovative distributed ledger technology (DLT) platform which has no blocks and no miners.  Its fast and scalable protocol and easy to build on platform helped Obyte soar to a peak market cap of over $1B during the blockchain boom – without ever launching an ICO.  "
1984,octasic-inc,https://www.mwcbarcelona.com/exhibitor/octasic-inc/,Hall 7 Stand 7N65,,,,
1985,octopus-systems,https://www.mwcbarcelona.com/exhibitor/octopus-systems/,Hall 5 Stand 5D81,,danny@octopus-app.com,http://www.octopus-app.com,"OCTOPUS is an innovative Physical Security Information Management system (PSIM), which combines a comprehensive holistic one-stop-shop security management software with a powerful smartphone application, enabling organizations to effectively manage all their security, safety and operational requirements from one holistic system. OCTOPUS fuses together all the physical & cyber security, safety systems, sensors and data sources in order to streamline the situational awareness and response of the organization."
1986,odine-solutions,https://www.mwcbarcelona.com/exhibitor/odine-solutions/,Hall 5 Stand 5F61,,info@odinesolutions.com,http://www.odinesolutions.com,"Odine Solutions is a market leading Systems Integrator with a deep focus on Tier-1 Mobile Network Function Virtualization in EMEA with unparalleled expertise in deployments of Red Hat OpenStack, VMware Cloud OS, and VNF Solutions such as EPC, GiLAN, DPI, IMS Core and Voice over LTE/WiFi."
1987,odoc,https://www.mwcbarcelona.com/exhibitor/odoc/,Hall M8,,heshan@odoc.life,http://www.odoc.life,"oDoc is Sri Lanka’s largest digital health platform and connects you with doctors for video, audio and text consultations over a phone."
1988,off-mode-world,https://www.mwcbarcelona.com/exhibitor/off-mode-world/,Hall M8,,,http://www.mobilefreelife.com,"We exist so that the mobile does not take us from our priorities. We promote a life where the mobile is a tool, free of dependence."
1989,ogero-telecom,https://www.mwcbarcelona.com/exhibitor/ogero-telecom/,Hall 6 Stand 6D50,,zeina.bouharb@ogero.gov.lb,http://www.ogero.gov.lb,It all starts here
1990,ogury,https://www.mwcbarcelona.com/exhibitor/ogury/,Hall 8,,,http://www.ogury.com,"Founded in 2014, Ogury provides the most advanced Mobile Journey Marketing Cloud, where organizations can access the integrated data and technologies necessary to understand the entire mobile user journey, and market across it. In full compliance with GDPR, and with a sharp focus on operational simplicity, Ogury MJM cloud delivers unmatched user engagement and mobile asset revenue to 900 brands and 3500 publishers across the globe."
1991,oh-my-guide,https://www.mwcbarcelona.com/exhibitor/oh-my-guide/,Hall 7 Stand 7G71,,,,
1992,ok-located,https://www.mwcbarcelona.com/exhibitor/ok-located/,Hall M8,,info@oklocated.com,http://www.oklocated.com,"Mobile Proximity Interactive Marketing Tool through Bluetooth 4.0 useful for Tourism 3.0 Smart Destinations and promotion of local commerce, Shops, Restaurants, Bars, Hotels, Tourism through Bluetooth beacons, both indoors & outdoors."
1993,oke-poland,https://www.mwcbarcelona.com/exhibitor/oke-poland/,Hall 6 Stand 6H10,,sandra.cwiek@oke.pl,http://www.oke.pl,"OKE Poland is a multi-dimensional  software development company, with more than 20 years of experience. We have evolved and continue to evolve into areas of technology such as hybrid TV, Big data in business, Web and Mobile Applications and other tech solutions which make life more enjoyable, productive and interesting. Our international teams develop and implement innovative IT solutions for our partners in Europe and the United States. Trough careful observation and listening to the market we continue to develop a timely responsiveness which utilizes cutting edge tools and technology for long term and other interesting projects."
1994,oliver-sas,https://www.mwcbarcelona.com/exhibitor/oliver-sas/,Hall M8,,,,
1995,olympusat,https://www.mwcbarcelona.com/exhibitor/olympusat/,Hall Upper Walkway Stand 1UP,,clopez@olympusat.com,http://www.olympusat.com,"Olympusat is a vertically integrated content platform of increasing diversity, reach and scale. We encompass one of the largest multicultural independent television businesses in the U.S., a growing ﬁlm and television library, a world-class original content operation, and an expanding global distribution footprint."
1996,omni-cs-inc,https://www.mwcbarcelona.com/exhibitor/omni-cs-inc/,Hall 7 Stand 7E21,,parksun91@omnicns.com,http://www.omnifit.co.kr/en,Mental Healthcare OMNIFIT
1997,omni-online-springdel,https://www.mwcbarcelona.com/exhibitor/omni-online-springdel/,Hall 7 Stand 7J51,,calvin@springdel.com,,"Omni Online/ Springdel is a Fullstack Company offering clients with an AI based Predictive Total Solution. We solve the problem of operational downtime for Enterprise IoT by providing an AI-based predictive total solution – an approach of mixing Hardware (HaaS), Software (SaaS) and Artificial Intelligence the industry has yet to see. Our solutions include:"
1998,omni-self-checkoutinc,https://www.mwcbarcelona.com/exhibitor/omni-self-checkoutinc/,Hall M8,,jayebrown@omniselfcheckout.com,,Start-up Omni Self-Checkout Introduces Their Mobile Retail App
1999,omnitelecom-ltd,https://www.mwcbarcelona.com/exhibitor/omnitelecom-ltd/,Hall 5 Stand 5D81,,efratng@omnitelecom.co.il,http://www.omnitelecom.com,"Omnitelecom was founded in 2003 as a cloud-based software house that specializes in the field of telecommunications and voice. Omnitelecom develops and markets unique solutions, suited for all business sizes from SoHo to enterprises. Solutions include: cloud PBX services, embedded voice messaging, encrypted communication, IP telephony fraud detection, SIP solutions, voice recognition functionality, emergency team alert systems, advanced cloud switchboards, integrated call center solutions, and international SIM cards. Coming soon: Tokomni app- that simplifies business communication for teams all over the world. In addition, Omnitelecom provides smart telecom services to enterprises, governmental and health care institutions, homeland security, military and emergency forces"
2000,on-line-service-starship,https://www.mwcbarcelona.com/exhibitor/on-line-service-starship/,Hall M8,,hdelacanal@onlineservice.mx,http://www.starship.mx,"On Line Service and Starship are one for all, launching Starship routers in 2017 in Mexico and USA we proudly service IOT, Mobility and Smart City."
2001,onalabs,https://www.mwcbarcelona.com/exhibitor/onalabs/,Hall M8,,,http://www.onalabs.com,"Onalabs is a company that develops non-invasive monitoring solutions measuring any chemical parameters present in sweat using miniaturized biosensors. Our non-invasive products based on wearable formats will empower the patients and users to measure relevant biomarkers anytime and anywhere, allowing them to detect and monitor early stages of possible clinical deterioration, which could prelude in earlier management strategies, resulting in shorter hospital stays, prevention of unnecessary treatments and sudden deaths."
2002,ondego,https://www.mwcbarcelona.com/exhibitor/ondego/,Hall Congress Square Stand CS50,,info@ondego.io,http://www.ondego.io,Proximity Marketing and Location Analytics for the Physical World.
2003,one-smart-star,https://www.mwcbarcelona.com/exhibitor/one-smart-star/,Hall 5 Stand 5E71,,yakov@onesmartstar.com,http://www.onesmartstar.com,"One Smart Star (OSS®) unique, innovative solution for today’s hectic world."
2004,onecowork,https://www.mwcbarcelona.com/exhibitor/onecowork/,Hall M8,,scott.mackin@onecowork.com,,"OneCoWork is a premium workspace platform with three stunning locations in Barcelona, Spain. We combine 5-star service with exceptional design and an engaged community to deliver an unrivaled workplace experience."
2005,onekey,https://www.mwcbarcelona.com/exhibitor/onekey/,Hall 1 Stand 1C41,,contact@onekey.kr,,Onekey is a smart keyless entry solution provider using precise positioning technology. Onekey’s solution gets rid of a need for any key-fob and provides convenience and higher security by utilizing inaudible soundwave and wireless technology between the smartphone and your car. Onekey’s solution can be applied to other areas such as smart door locks.
2006,oneplus-technology-co-ltd,https://www.mwcbarcelona.com/exhibitor/oneplus-technology-co-ltd/,Hall 2 Stand 2F50MR,,will.thompson@oneplus.com,http://www.oneplus.com,"OnePlus is a global mobile technology company challenging conventional concepts of technology. Created around the “Never Settle” mantra, OnePlus creates exquisitely designed devices with premium build quality and high-performance hardware. OnePlus thrives on cultivating strong bonds and growing together with its community of users and fans. For more information, please visit oneplus.com."
2007,oneragtime,https://www.mwcbarcelona.com/exhibitor/oneragtime/,Hall M8,,contact@oneragtime.com,http://www.oneragtime.com,"OneRagtime is the venture platform. We select the most innovative tech start-ups from across Europe and Israel and back them, leveraging our curated investor community. In our unique VC as a platform model, our investors choose which start-up they’d like to invest in and we take care of the rest – market analysis, terms negotiation and dedicated vehicle creation. Our exceptional entrepreneurs are supported in their full journey through the power of our team and community: capital to contacts, experience to operational resources. What’s more, we advise corporates in their digital transformations, unlocking opportunities both for them and our start-ups."
2008,onesoftdigm-co-ltd,https://www.mwcbarcelona.com/exhibitor/onesoftdigm-co-ltd/,Hall 7 Stand 7K68,,,http://www.onesoftdigm.com,"ONESOFTDIGM develops healthcare solutions and devices such as ONESMARTDIET, Fitrus.  We research and develop the next-generation big data  processing technology, wearable cuffless blood pressure monitoring device, and biomedical data acquisition/measurement technology."
2009,oneweb,https://www.mwcbarcelona.com/exhibitor/oneweb/,Hall 2 Stand 2J5Ex,,,,"Founded in 2012, OneWeb’s mission is to enable access for everyone, everywhere. To accomplish its goal, OneWeb is building a global communications system of satellites in low Earth orbit that will deliver seamless, low latency, high speed connectivity to the world."
2010,online-advertising-network,https://www.mwcbarcelona.com/exhibitor/online-advertising-network/,Hall 7 Stand 7K82,,team@oan.pl,http://www.oan.pl,Online Advertising Network operates on online advertising market since 2011. The company provides audience data and uses Big Data analysis to precisely target the right audience and improves programmatic campaigns’ efficiency.
2011,onycom-inc,https://www.mwcbarcelona.com/exhibitor/onycom-inc/,Hall 7 Stand 7H23,,,http://www.onycom.com,"ONYCOM it’s enterprise of middle standing for 20 years since its establishment in 1998. It has created numerous businesses for 20 years and has various success stories. We have various experience of major projects with SKT & KT its huge telecommunication company in Korea. and In 2010, we partnered with Samsung Electronics to supply our QA services and carry out various development projects. In recent years, we have been awarded a trustworthy mobile technology award and are currently releasing IMQA, a Mobile App analysis-based monitoring solution.Department and workforce. Total of 6 major divisions, Employees are 240, 90% are developers."
2012,ookla-speedtest,https://www.mwcbarcelona.com/exhibitor/ookla-speedtest/,Hall 2 Stand 2I25,,info@ookla.com,,"Ookla® is the global leader in mobile and broadband network intelligence, testing applications and technology. With over 10 million consumer-initiated tests taken daily on the company’s flagship platform, Speedtest®, Ookla provides invaluable insight into the performance, quality and accessibility of networks worldwide."
2013,ooredoo-group-llc,https://www.mwcbarcelona.com/exhibitor/ooredoo-group-llc/,Hall 2 Stand 2H60,,,http://www.ooredoo.com,About Ooredoo
2014,op-tim,https://www.mwcbarcelona.com/exhibitor/op-tim/,Hall 7 Stand 7G71,,,,
2015,open-as-app,https://www.mwcbarcelona.com/exhibitor/open-as-app/,Hall M8,,contact@openasapp.net,http://www.openasapp.net,"Turn your data useful on any platform. OpenAsApp automatically turns boring data into smart apps and bots. In a unique way, our Cloud platform transfers database contents, charts, calculations, forms or formulas (world’s only) into user-friendly apps with great functionality. Your apps are instantly ready for sharing on all major platforms – mobile, web, chat/voice."
2016,open-cloud-factory,https://www.mwcbarcelona.com/exhibitor/open-cloud-factory/,Hall M8,,silvia.maislan@opencloudfactory.com,http://www.opencloudfactory.com,"Open Cloud Factory  is a spanish security vendor, focused on providing security and managing the risks of companies, with tools and solutions such as openNAC Enterprise  that can act as a security orchestrator, Viapps that can help segment the network or PCI Mail Vault and integration with Mobile Connect, which facilitates compliance with PCI-DSS and GDPR, respectively. And our solution Adaptive Digital Defense for OT Enviroments."
2017,open-networking-foundation,https://www.mwcbarcelona.com/exhibitor/open-networking-foundation/,Hall 1 Stand 1E11,,,http://www.opennetworking.org,"The Open Networking Foundation (ONF) is an operator led consortium spearheading disruptive network transformation. Now the recognized leader for open source solutions for operators, the ONF first launched in 2011 as the standard bearer for Software Defined Networking (SDN). Led by its operator partners AT&T, China Unicom, Comcast, Deutsche Telekom, Google, NTT Group and Turk Telekom, the ONF is driving vast transformation across the operator space. For further information visit http://www.opennetworking.org"
2018,open-xchange-gmbh,https://www.mwcbarcelona.com/exhibitor/open-xchange-gmbh/,Hall 6 Stand 6B40,,,http://www.open-xchange.com,"Since 2005, Open-Xchange has partnered with many of the largest providers in the world to deliver email and productivity solutions that include secure storage, file and document management, and best-in-class IMAP and DNS management. Deployed by the most innovative businesses worldwide, the OX flagship product – OX App Suite – gives people the freedom to work in ways that make them more productive and secure. Visit us at open-xchange.com to learn more."
2019,opencell-software,https://www.mwcbarcelona.com/exhibitor/opencell-software/,Hall 5 Stand 5B41,,,,
2020,opencode-systems,https://www.mwcbarcelona.com/exhibitor/opencode-systems/,Hall 6 Stand 6I34,,info@opencode.com,http://www.opencode.com,"Opencode Systems is a telecommunications solutions provider, dedicated to open systems for All-G and Telco-over-Cloud mobile networks. Our patented and specialized multi-channel core network technology, Network Browser & Studio, is invisible to consumers but underlies many of the mobile services they use."
2021,openet,https://www.mwcbarcelona.com/exhibitor/openet/,Hall 2 Stand 2F30,,jonathan.plant@openet.com,,Openet provides real-time software solutions and services to enable
2022,openmind-networks,https://www.mwcbarcelona.com/exhibitor/openmind-networks/,Hall 7 Stand 7D71,,info@openmindnetworks.com,http://www.openmindnetworks.com,"Openmind Networks provide Mobile Operators, Inter-Carrier Operators"
2023,opensignal,https://www.mwcbarcelona.com/exhibitor/opensignal/,Hall 2 Stand 2D2Ex,,info@opensignal.com,http://www.opensignal.com,"OpenSignal is the mobile analytics company helping the telecoms industry build better wireless networks and improve global connectivity. As the independent global standard for analysing consumers’ mobile experience, we provide the most accurate insights available on the true experience consumers receive on mobile networks. Using billions of measurements collected from tens of millions of smartphones, we analyze real-world mobile network experience at the largest scale and frequency in the wireless industry: by operator and by country, regionally and worldwide. Our insights are used across the industry by mobile operators, telecoms regulators, equipment manufacturers and analysts."
2024,openwave-mobility,https://www.mwcbarcelona.com/exhibitor/openwave-mobility/,Hall 7 Stand 7A11,,chris.goswami@owmobility.com,,"Visit Openwave Mobility to learn how as a mobile operator you can improve your RAN Congestion Management, provide Cloud Data Management for 5G, manage new protocols such as QUIC, and deliver QOE-based Video Traffic Management."
2025,openx,https://www.mwcbarcelona.com/exhibitor/openx/,Hall 8,,tom.spano@openx.com,http://www.openx.com,"OpenX is the world’s largest independent advertising exchange connecting thousands of the most recognized brands to consumers across leading websites and mobile apps globally. With a focus on user experience, we ensure advertisers reach consumers in the right environment and publishers maintain the best experience for their app or mobile site, allowing us to deliver optimal value to publishers, app developers, advertisers and consumers. Providing quality, scale and performance, OpenX has become a trusted monetization partner to more than 2000 mobile publishers and app developers worldwide, and top partner to leading mobile DSPs."
2026,opera-software-as,https://www.mwcbarcelona.com/exhibitor/opera-software-as/,Hall 2,,julia.szyndzielorz@opera.com,,"Opera founded in 1995 in Norway, for 20+ yrs our browsers have been helping millions of people access the internet to read, create, laugh, & play."
2027,optalysys-ltd,https://www.mwcbarcelona.com/exhibitor/optalysys-ltd/,Hall M8,,info@optalysys.com,http://www.optalysys.com,"Optalysys develops revolutionary new Optical AI systems using light rather than electricity to accelerate the most demanding deep learning and pattern recognition tasks at incredibly high speeds but with very low energy consumption. The optical computing technology can be embedded in servers, computers, medical scanners, autonomous vehicles and other mobile devices to deliver Deep Learning supercomputing power at a fraction of the energy consumption of traditional computing methods."
2028,opticom-gmbh,https://www.mwcbarcelona.com/exhibitor/opticom-gmbh/,Hall 6 Stand 6K60,,lp@opticom.de,http://www.opticom.de,New edition POLQA v3 upgrades the established global QoE benchmark for voice quality testing of mobile networks (ITU-T P.863) to ensure ‘5G readiness’ for POLQA OEM licensees. 
2029,optimetriks,https://www.mwcbarcelona.com/exhibitor/optimetriks/,Hall M8,,,,
2030,optiva-inc,https://www.mwcbarcelona.com/exhibitor/optiva-inc/,Hall 2 Stand 2J31,,info@optiva.com,http://www.optiva.com,"The public cloud is coming to telecom, and Optiva™ is leading the way with next-generation, cloud-native BSS, powered by Google Cloud Platform™."
2031,optofidelity,https://www.mwcbarcelona.com/exhibitor/optofidelity/,Hall 5 Stand 5C41,,ilmo.lounasmaa@optofidelity.com,http://www.optofidelity.com,"OptoFidelity is a leading smart device test system provider. We help our customers to make the best smart devices in the world by automating and digitizing testing. We offer robot assisted test automation for entire product life cycle from design & component validation, product development, production and refurbishment. For AR/VR/MR, smart phones, refurbishment business, automotive infotainment and much more."
2032,opus-one-inc,https://www.mwcbarcelona.com/exhibitor/opus-one-inc/,Hall 8,,jennifer@theopusone.com,http://www.theopusone.com,"Established in 2015, OPUS ONE Inc. is an authorized IoT partner of SAMSUNG ELECTRONICS Ltd."
2033,oracle-corporation-uk,https://www.mwcbarcelona.com/exhibitor/oracle-corporation-uk/,Hall 3 Stand 3B30,,,http://www.oracle.com,Oracle Communications provides integrated communications and cloud solutions for Service Providers and Enterprises to accelerate their digital transformation journey in a communications-driven world from network evolution to digital business to customer experience. www.oracle.com/communications
2034,oracle-dyn,https://www.mwcbarcelona.com/exhibitor/oracle-dyn/,Hall 8,,,,"Oracle Dyn, an Oracle Cloud Infrastructure global business unit (GBU), helps companies build and operate a secure, intelligent cloud edge, protecting them from a complex and evolving cyberthreat landscape. Our managed Web Application Security, DNS, and Email Delivery services are powered by a global network that drives 40 billion traffic optimisation decisions daily. More than 4,500 customers rely on Oracle Dyn edge services, including preeminent digital brands such as Netflix, Twitter, CNBC, and LinkedIn. Deployed as standalone solutions or fully integrated with Oracle Cloud Infrastructure, Oracle Dyn edge services are the key to delivering resilient, high-performance sites and applications."
2035,orain,https://www.mwcbarcelona.com/exhibitor/orain/,Hall Congress Square Stand CS20,,contact@orain.io,,"Orain is an IoT network of self-service machines that enables human-machine communication through AI based chat and BI platform. Born as a response to vending market needs for mobile payments, customer service automation and geolocated marketing, Orain became a one stop shop of IoT social payments, including smart fridges, office coffee service's, self-service laundries, parkings, appliances and others. Some of top features of Orain dashboard for machine operators are business manager, campaigns, promotions, automatic invoicing and issue response while users can interact with machines through an app and enjoy cashless payments and a seamless, personalised and more human experience."
