,Name,Link,Location,Number,Email,Website,Description
595,messagebird,https://www.mwcbarcelona.com/exhibitor/messagebird/,Hall 8,,,,"Founded in 2011, MessageBird is the Amsterdam and San Francisco-based cloud communications platform offering a suite of Cloud Communications APIs that enable developers and enterprises to communicate with customers all over the world."
596,messagenius,https://www.mwcbarcelona.com/exhibitor/messagenius/,Hall M8,,luigi@messagenius.im,,MICROPITCH
597,messaggio,https://www.mwcbarcelona.com/exhibitor/messaggio/,Hall 8,,info@messaggio.com,http://www.messaggio.com,MESSAGGIO is technology and cost effective B2B supplier for promotional and transactional Business Messaging. 
598,metaswitch,https://www.mwcbarcelona.com/exhibitor/metaswitch/,Hall Congress Square Stand CS70,,info@metaswitch.com,http://www.metaswitch.com,"Metaswitch is the world’s leading cloud native communications software company. Our cloud native virtual network functions and mobile native applications allow operators to quickly build modern, dynamic, revenue-generating networks and services. Our innovations can form the scalable, flexible cores of your evolving mobile networks and also deliver a unique communications and collaboration experience for consumer, small business and enterprise customers. Metaswitch’s award-winning solutions are powering more than 1,000 service providers in today’s global, ultra-competitive and rapidly changing communications marketplace. For more information, please visit www.metaswitch.com."
599,mgage,https://www.mwcbarcelona.com/exhibitor/mgage/,Hall 8,,ptakhar@mgage.com,,Brands create powerful and interactive connections with their customers using mGage’s innovative messaging solutions. We are a tier-1 aggregator with direct connections to all major US and UK carriers and over 500 connections delivering to 150 countries.
600,microblink,https://www.mwcbarcelona.com/exhibitor/microblink/,Hall 8,,gabrijela.brigljevic@microblink.com,,"Microblink is an R&D company with a mission to simplify data entry in mobile and web apps using camera input. We develop proprietary computer vision technology based on machine learning to automate identity and payment data input in various business processes. Our data extraction solutions provide an effortless first step in the customer journey that reduces operational costs, saves time, and delights users. They are easily integrated into various onboarding processes, such as remote KYC, digital identity, e-wallet registration, online shopping, telco user registration, visitor check-in, and many other."
601,micron,https://www.mwcbarcelona.com/exhibitor/micron/,Hall 2 Stand 2A4Ex,,,,"Micron Technology is a world leader in innovative memory solutions that transform how the world uses information to enrich life.  Through our global brands – Micron, Crucial, and Ballistix – and a team of over 34,000, we offer the industry’s broadest portfolio and are the only company manufacturing today’s major memory and storage technologies: DRAM, NAND, NOR, and 3D XPoint™ memory.  Backed by 40 years of technology leadership, a patent portfolio of 40,000 and a legacy of customer collaboration, our solutions enable disruptive trends including artificial intelligence, machine learning, and autonomous vehicles in segments such as cloud, data center, networking and mobile."
602,microsoft,https://www.mwcbarcelona.com/exhibitor/microsoft/,Hall 3 Stand 3N10,,,,"Founded in 1975, Microsoft (Nasdaq ""MSFT"") empowers every person and every organization on the planet to achieve more. Join us and enter the era of the intelligent cloud and intelligent edge. Get real-time insights and experiences, delivered by highly responsive and contextually aware apps. Deliver break-through business outcomes on a consistent and comprehensive platform. Transform spatial understanding through advanced sensors and AI at the edge to make technology more personal and natural. Leverage the Internet of Things to securely collect data, visualize insights, and take actions across cloud and edge.  With our diverse partner ecosystem, an extensive portfolio of solutions and a trusted, secure and open platform, we are uniquely positioned to help you address your most pressing issues."
603,minalogic,https://www.mwcbarcelona.com/exhibitor/minalogic/,Hall M8,,constance.motte@minalogic.com,,"Minalogic is a global innovation cluster for digital technologies based in France’s Auvergne-Rhône-Alpes region. Minalogic gathers 400 members, among which 300 innovative SMEs/startups as well as the leading-egde research labs and universities in the digital technologies area. The cluster supports its innovative ecosystem by facilitating networking, fostering collaborative R&D, and accelerating business growth of its members. The products and services developed by its members address all industries, from ICT and healthcare to energy and advanced manufacturing. Minalogic is a founding member of the Silicon Europe Alliance, formed of 12 ICT clusters of excellence, gathering 2500 members across all Europe."
604,minushu,https://www.mwcbarcelona.com/exhibitor/minushu/,Hall M8,,info@minushu.com,,Minushu has developed a system to create Augmented Reality series in fast and cost-efficient way. The probe is NUSHU: a news service for children that combines comic strips with Augmented Reality. NUSHU is a series of adventures aiming to help students develop critical thinking about news and global issues. 
605,miradore,https://www.mwcbarcelona.com/exhibitor/miradore/,Hall 5 Stand 5C41,,jere.jutila@miradore.com,,"Miradore is highly specialized software company providing easy-to-use, cloud-based solutions for managing IT and mobile devices efficiently. Our goal is to help IT Service Providers and IT departments secure and control IT devices, while dramatically cutting costs and creating value-added IT automation. "
606,mirantis,https://www.mwcbarcelona.com/exhibitor/mirantis/,Hall 2 Stand 2A39MR,,,http://www.mirantis.com,Mirantis is the flexible infrastructure company harnessing open source to free application owners from operations concerns. The company employs a unique build-operate-transfer approach to deliver two distinct products:
607,miraxess,https://www.mwcbarcelona.com/exhibitor/miraxess/,Hall 5 Stand 5B61,,,http://www.miraxess.com,The Mirabook turns the smartphone into a laptop.
608,moasure,https://www.mwcbarcelona.com/exhibitor/moasure/,Hall M8,,mo.hussain@moasure.com,http://www.moasure.com,"Moasure is a revolutionary measuring technology that measures by sensing its position and movement in three dimensions. Our patented technology uses motion to make measurements, leveraging inertial sensors and a proprietary algorithm to deliver an innovative new way to measure."
609,mobibase,https://www.mwcbarcelona.com/exhibitor/mobibase/,Hall 8,,arenaud@mobibase.com,http://www.mobibase.com,Thematic and ethnic content including 200+ TV channels and 7000+ Videos On Demand. Branded Mobile & OTT applications on any device. Streaming solutions & capacities
610,mobiblanc,https://www.mwcbarcelona.com/exhibitor/mobiblanc/,Hall 6 Stand 6K30,,,,
611,mobicode,https://www.mwcbarcelona.com/exhibitor/mobicode/,Hall 5 Stand 7D70,,pk@mobicode.co.uk,http://www.mobicode.co.uk,"MobiCode is a mobile phone solutions provider, specialising in supporting our clients working in the secondary and pre-owned mobile sector."
612,mobiera,https://www.mwcbarcelona.com/exhibitor/mobiera/,Hall 6 Stand 6M40,,f.rochette@mobiera.com,,"MOBIERA is a Technology Driven and Innovation Company focused on developing premium software and cutting-edge Solutions for Mobile Operators around the world. MOBIERA helps MNOs to increase revenues by integrating content management, advertising strategies, and big data solutions. "
613,mobietrain,https://www.mwcbarcelona.com/exhibitor/mobietrain/,Hall M8,,,,Setting the Global Standard for M-learning to boost sales & productivity
614,mobiledgex,https://www.mwcbarcelona.com/exhibitor/mobiledgex/,Hall 2 Stand 2J12Ex,,marketing@mobiledgex.com,,"We are building and empowering a community of application and service creators, device makers, network operators, hyperscale cloud operators, and policymakers to collectively take advantage of the edge.  Edge infrastructure was the missing piece in a new value chain that secures IOT, enables next-generation content (AR/MR) and allows for autonomous devices and systems.  It enables the next generation of rich, intelligent, responsive, pervasive and immersive digital interactions, giving seamless declarative operational coherence with device and public cloud ecosystems. We achieve this this through open source software and new business and operating models."
615,mobileiron,https://www.mwcbarcelona.com/exhibitor/mobileiron/,Hall 2,,admin-emea@mobileiron.com,http://www.mobileiron.com,"MobileIron is the secure foundation for modern work. Modern work enables employees to make better, faster decisions by using cloud services and mobile experiences. Only MobileIron provides cloud and endpoint security to secure your data on the devices, clouds, and networks you own – and on the ones you don’t. With MobileIron you can securely tap into the innovation your employees want and your business needs."
616,mobileknowledge,https://www.mwcbarcelona.com/exhibitor/mobileknowledge/,Hall Congress Square Stand CS20,,contact@themobileknowledge.com,http://www.themobileknowledge.com,"MobileKnowledge is a team of HW, SW and system engineers, experts in smart, connected and secure technologies for the IoT world. We are your ideal engineering consultant for any specific support in connection with your IoT and NFC developments. We design and develop secure HW systems, embedded FW, mobile phone and secure cloud applications. Our services include: Secure Hardware design, Embedded software development, NFC antenna design and evaluation, NFC Wearables, EMV L1 pre-certification support, Mobile and cloud application development, and Secure e2e system design."
617,mobileum,https://www.mwcbarcelona.com/exhibitor/mobileum/,Hall 6 Stand 6I41,,info@mobileum.com,,"Mobileum delivers analytics solutions that generate revenues, reduce costs and accelerate digital transformation for more than 600 communications service providers across 150 countries. Mobileum’s mission is to both grow and protect existing CSP revenue streams, as well as drive new revenues through business model innovation. We focus on specific domains including roaming, fraud and security, "
618,mobilewalla,https://www.mwcbarcelona.com/exhibitor/mobilewalla/,Hall 8,,laurie@mobilewalla.com,http://www.mobielwalla.com,"Mobilewalla is a global leader in consumer intelligence solutions, leveraging the industry’s most robust consumer data set and deep artificial intelligence expertise to better understand what drives the customer journey.  Our proprietary solutions provide businesses with rich insight into consumer behavior helping them to more effectively attract and retain their most desired customers. Mobilewalla has the richest global consumer database and a deep understanding of what drives consumer actions over time increasing the accuracy of our analytics and allowing us to provide the best understanding of the customer life cycle and how it is evolving."
619,mobimind,https://www.mwcbarcelona.com/exhibitor/mobimind/,Hall 8,,gebran.doueihy@mobi-mind.com,http://www.mobi-mind.com,MobiMind is a leading mobile VAS & integrated solutions
620,mobisol,https://www.mwcbarcelona.com/exhibitor/mobisol/,Hall M8,,,,
621,mobisummer,https://www.mwcbarcelona.com/exhibitor/mobisummer/,Hall 8,,alan.ou@mobisummer.com,http://www.mobisummer.com,"Mobisummer is a leading worldwide mobile performance network. With several years’ experience in the industry, we are committed to giving the best user performance for advertisers and boosting monetization for publishers."
622,mobitcom,https://www.mwcbarcelona.com/exhibitor/mobitcom/,Hall 6 Stand 6K30,,,,
623,mobupps,https://www.mwcbarcelona.com/exhibitor/mobupps/,Hall 8,,,http://www.mobupps.com,The leading ad network covers more than 30 countries worldwide and provides its clients with a single platform to access global scale media.
624,mode,https://www.mwcbarcelona.com/exhibitor/mode/,Hall 6 Stand 6L4,,,http://www.mo-de.com,"MODE is a mobile solutions provider that uses data to develop custom products for the telecommunication sector. Using machine learning, predictive analytics, business intuition and its experience in more than 20 markets, MODE builds predictive scoring models from various data sources to create new growth opportunities, while ensuring customer satisfaction."
625,mojio,https://www.mwcbarcelona.com/exhibitor/mojio/,Hall 7 Stand 7J38,,,,
626,moneybrain,https://www.mwcbarcelona.com/exhibitor/moneybrain/,Hall 7 Stand 7F21,,rj.choi@moneybrain.ai,http://www.moneybrain.ai,"In the future, the AI ChatBot market is expected to replace a substantial portion of app services and it is anticipated that more companies will need the AI ChatBot technology. MoneyBrain created a platform that makes it easy for companies to make ChatBots."
627,monogoto,https://www.mwcbarcelona.com/exhibitor/monogoto/,Hall 8,,,http://www.monogoto.io,"monogoto Programmable Cellular is an Infrastructure as a Service (IaaS) enabling Enterprises, MNO and MVNO to launch many cellular use cases, from IoT Connectivity to Travel SIM, Digital Wallet and much more. In addition, monogoto IaaS can solve specific operators needs, such as Global Roaming ,IMSI Donations ,HLR Proxy, Tactical Steering and Private LTE. "
628,moodagent,https://www.mwcbarcelona.com/exhibitor/moodagent/,Hall 6 Stand 6C50,,,http://www.moodagent.com,"Moodagent’s forthcoming Premium-only music streaming service leverages our patents and passion to put the listener back in control, rather than shackling them to a one-size-fits all playlist model."
629,mooncascade,https://www.mwcbarcelona.com/exhibitor/mooncascade/,Hall 8,,,,
630,mopub,https://www.mwcbarcelona.com/exhibitor/mopub/,Hall 8,,,http://www.mopub.com,"MoPub, a Twitter company, provides monetization solutions for mobile app publishers and developers around the world. Mobile publishers trust our flexible network mediation, leading mobile programmatic exchange, and years of expertise with mobile app advertising to balance their user experience with their revenue goals. From rewarded video to native and rich media, MoPub offers all the latest mobile ad formats to meet your needs, and our Advanced Bidding solution is designed to maximize revenue for every ad impression."
631,motorica,https://www.mwcbarcelona.com/exhibitor/motorica/,Hall M8,,,,"Motorica company challenges the outdated ideas about prosthetic hands and rehabilitation. We taught prostheses to communicate with the user, go online, perform voice commands, pay for purchases. In 2018, our team launched the development of a rehabilitation platform based on virtual reality and a platform for collecting telemetry via gsm-module in prosthetic devices. Nowadays, people with disabilities become the primary users of the cyber technology market and turn weaknesses into strengths."
632,mouters,https://www.mwcbarcelona.com/exhibitor/mouters/,Hall M8,,xavi@mouters.com,http://www.mouters.com,"Mouters is a platform that will help you compare motorcycle and electric vehicle rental companies with just one click. Our website allows you to check and compare among the best rental companies and always helps you find the best prices, vehicle models to choose from and your closest rental points. This is why Mouters is the best option for renting both at a daily and monthly basis.  We are strong believers in sustainable mobility and so we also offer rental of  electric power vehicles. Mouters will help you find the best rental options by saving time and money."
633,movandi,https://www.mwcbarcelona.com/exhibitor/movandi/,Hall 2 Stand 2D61MR,,info@movandi.com,http://www.movandi.com,"Movandi is revolutionizing 5G Everywhere, by solving the technical challenges of 5G millimeter wave networks. Focusing on new 5G system elements required to close the communication link, Movandi’s BeamX RF front-end and Active Repeater solutions solve today’s 5G deployment challenges — delivering the highest level of performance, coverage, flexibility and cost-efficiency to ensure that 5G technology can be broadly and successfully deployed in the real world. Movandi delivers unmatched 5G connectivity advantages across challenging environments, unlocking the potential of 5G everywhere."
634,movenda,https://www.mwcbarcelona.com/exhibitor/movenda/,Hall Upper Walkway Stand 2UP,,info@movenda.com,http://www.movenda.com,"The digital revolution is changing the world in a positive way by adding speed and simplicity to our daily actions, especially trought smartphones and our mobile identities."
635,movilest,https://www.mwcbarcelona.com/exhibitor/movilest/,Hall M8,,,,"Movilest will be the entrance of mobile business in Latin America starting from Lock-screen reward Ad platform, “COCOIN”."
636,mowoot,https://www.mwcbarcelona.com/exhibitor/mowoot/,Hall M8,,anna@mowoot.com,http://www.mowoot.com,"MOWOOT has been developed by a team of scientists, engineers and doctors with the collaboration of physicians and physiotherapists at the neurological rehabilitation center Institut Guttmann of Barcelona. This natural solution, non invasive and non-pharmacological, reproduces the abdominal massage performed by physiotherapists to facilitate intestinal transit. Mowoot consists on a lightweight belt that with pneumatic technology reaches up to 7 cm deep in abdomen, so that it stimulates the colon and move feces."
637,mparticle,https://www.mwcbarcelona.com/exhibitor/mparticle/,Hall 8,,mheller@mparticle.com,,"mParticle is the customer data platform for every screen. Sophisticated marketers at companies like NBC Universal, Spotify and Airbnb use mParticle to integrate and orchestrate their entire growth stack, enabling them to win in key moments of the customer journey. Unlike legacy data platforms, mParticle provides comprehensive identity resolution and full-featured integrations for mobile marketing. Founded in 2013, mParticle is based in New York City and manages $5 billion in transactions and 250 billion API calls monthly."
638,mptech,https://www.mwcbarcelona.com/exhibitor/mptech/,Hall Congress Square Stand CS142,,marta.durmowicz@myphone.pl,,"The biggest, fast-growing and experienced Polish manufacturer offering a wide range of smartphones, rugged phones, feature phones, tablets & laptops (including popular brands myPhone, Hammer and techbite)."
639,msg91,https://www.mwcbarcelona.com/exhibitor/msg91/,Hall 8,,shubhendra@msg91.com,,"MSG91 is an Enterprise A2P Communication Platform, well established for its SMS and Communication Solutions. We provide APIs, plugins, and panel so you can send OTPs, Transactional SMS, Regional SMS, Transactional Emails, via our robust Gateway throughout the globe."
640,mubiquo,https://www.mwcbarcelona.com/exhibitor/mubiquo/,Hall 8,,ruben@mubiquo.com,,"The M Platform is MUBIQUO’s proprietary all-channel Marketing technology enabling brands to fulfill their brand promise and make their consumers happy reaching them with relevance. Facebook Messenger Bot messaging, iOS/Android Push notifications, Web Push, SMS, GPS/Bluetooth Geofencing combined with rich in-app content and locale capable CMS. Available at mubiquo.com, the product has everything the competition has and more."
641,multitel,https://www.mwcbarcelona.com/exhibitor/multitel/,Hall 7 Stand 7G71,,narbonneau@multitel.be,http://www.multitel.eu,"Multitel supports companies to take up technological challenges by developing and integrating emerging technologies in their products, processes and services:"
642,munidigital,https://www.mwcbarcelona.com/exhibitor/munidigital/,Hall 8,,,,
643,musiclist,https://www.mwcbarcelona.com/exhibitor/musiclist/,Hall M8,,jordi@musiclist.es,,MusicList is a startup born in Barcelona with the aim of adding content from the best music streaming services.
644,mwareiptv,https://www.mwcbarcelona.com/exhibitor/mwareiptv/,Hall 5 Stand 5K31,,c.vanversendaal@iptvmiddleware.com,http://www.iptvmiddleware.com,"To facilitate the Operators TV and Video on Demand Service, MwareIPTV offers Mware CloudTV, the OTT IPTV Middleware solution which supports multiple mobile devices and the LTE Set-top box. "
645,myfc,https://www.mwcbarcelona.com/exhibitor/myfc/,Hall 7 Stand 7E41,,,,
646,mykronoz,https://www.mwcbarcelona.com/exhibitor/mykronoz/,Hall Congress Square Stand CS118,,,http://www.mykronoz.com,"Founded in January 2013, MyKronoz is a Swiss company headquartered in Geneva that designs and develops wearable devices to expand and facilitate the connected experience of the smart generation. Bringing together the essence of watchmaking tradition with innovative technology, MyKronoz offers a full range of affordable and stylish"
647,myscreenprotector,https://www.mwcbarcelona.com/exhibitor/myscreenprotector/,Hall Congress Square Stand CS90,,,http://www.myscreenprotector.com,"MyScreenPROTECTOR – a brand that offers a wide selection of glasses and films to protect screens, as well as products that secure the entire surface of mobile devices."
648,n26,https://www.mwcbarcelona.com/exhibitor/n26/,Hall M8,,,,"N26 is building the first global mobile bank the world loves to use. Valentin Stalf and Maximilian Tayenthal founded N26 in 2013 and launched the initial product in early 2015. Today N26 has more than 2.3 million customers in 24 markets across Europe who currently hold over €1 billion in accounts and generate over €1.5 billion in monthly transaction volume. The company employs more than 700 employees across 3 office locations: Berlin, New York and Barcelona."
649,nanoflowx,https://www.mwcbarcelona.com/exhibitor/nanoflowx/,Hall 7 Stand 7J67,,info@nanoflowx.com,http://www.nanoflowx.com,"NanoFlowX headquartered in Los Angeles, California is the leading innovator of advanced nano-coatings for all electronics and mobile devices. Replace traditional conformal and all other nanocoatings with NanoFlowX V2. The fastest, easiest and only in-line production capable waterproofing solution on the market.  "
650,napatech,https://www.mwcbarcelona.com/exhibitor/napatech/,Hall 6 Stand 6J21,,info@napatech.com,,"Napatech helps companies to reimagine their business by bringing hyperscale computing benefits to IT organizations of every size. We enhance open and standard virtualized servers to boost innovation and release valuable computing resources that improve services and increase revenue. Our Reconfigurable Computing Platform™ is based on a broad set of FPGA software for leading IT compute, network and security applications that are supported on a wide array of FPGA hardware designs."
651,nasmedia,https://www.mwcbarcelona.com/exhibitor/nasmedia/,Hall 8,,,,"Nasmedia is Korea’s No.1 digital media agency specializing in performance marketing. We have various self-developed high-performance mobile ad platforms such as SSP, ADX, DSP, Ad Network(CPI, CPA), all of which have been ranked as the best performing platforms in Asia by 3rd party mobile tracking partners (Appsflyer, Tune, etc…). We have also developed a highly advanced Facebook performance optimization tool which has earned us a badge as an official Facebook Marketing Partner. Due to growing demands from our clients mainly from Games, Commerce, Travel, Entertainment, we are expanding our global reach and traffic volume in the APAC region."
652,navin,https://www.mwcbarcelona.com/exhibitor/navin/,Hall M8,,dan@nav-in.com,http://www.nav-in.com,"The key problem is that GPS signals are unavailable inside buildings, rendering existing solutions useless. Whatever works for roads, does not work inside buildings. As a result, indoor venues, install thousands of beacons or manually map existing WiFi/magnetic field for every building, floor by floor. This is not a scalable approach. Navin is crowdsourced and community-based. With Navin, places are automatically mapped by the crowd without any manual efforts and without cooperation from location owners. This friction-free, self-deploying virality, enables the company to pursue a unique go-to-market strategy and deliver value in millions of locations."
653,navita,https://www.mwcbarcelona.com/exhibitor/navita/,Hall 8,,,,
654,nba,https://www.mwcbarcelona.com/exhibitor/nba/,Hall 2 Stand 2I5Ex,,lmorris@nba.com,http://www.nba.com,"The National Basketball Association, or NBA, is a professional basketball league comprised of 30 teams across North America featuring the best basketball players in the world. NBA games are available on television in more than 200 countries around the world, including hundreds of national broadcasts in the USA every year on ABC, ESPN, TNT and NBA TV. Fans can also watch games live and on-demand on NBA LEAGUE PASS around the world."
655,nec,https://www.mwcbarcelona.com/exhibitor/nec/,Hall 3 Stand 3M30,,k-takagi@mi.jp.nec.com,,"NEC is a global leader in the integration of cutting-edge technologies in computing, networks and software, building solutions that benefit governments, businesses and people worldwide.  NEC brings more than 100 years of expertise in innovation, providing solutions for society that promote the safety, security, efficiency and equality of society. As embodied in our corporate brand statement ""Orchestrating a brighter world, NEC aims to address key business and social challenges by driving digital transformation with its smart connectivity, security and AI-based solutions for a brighter future."
656,neo,https://www.mwcbarcelona.com/exhibitor/neo/,Hall M8,,ld@getneo.com,http://www.getneo.com,NEO is all about automating FX risk management.
657,netcomm,https://www.mwcbarcelona.com/exhibitor/netcomm/,Hall 2 Stand 2G61,,events@netcommwireless.com,,"Fibre networks create new revenue streams while delivering the minimum bandwidth needed by all today, but the final connection of fibre to end-user equipment has proven to be challenging. In a world where everyone’s connected life matters – no home, device or machine is too hard to connect. At NetComm we understand that every operator is different, so we build the right solution to meet specific conditions to bridge the gap between fibre and the end-user with new technologies such as 5G and Gfast."
658,netflix,https://www.mwcbarcelona.com/exhibitor/netflix/,Hall 4 Stand 4B2Ex,,,http://www.netflix.com,"Netflix is a streaming service that allows our customers to watch a wide variety of award-winning TV shows, movies, documentaries, and more on thousands of internet-connected devices. With Netflix, you can enjoy unlimited viewing of our content without having to watch a single commercial."
659,netgear,https://www.mwcbarcelona.com/exhibitor/netgear/,Hall 5 Stand 5F21,,jdunstan@netgear.com,http://www.netgear.com,"NETGEAR is a global networking company with a focus on all things connected.  From the most advanced devices in mobile broadband and WiFi connectivity, to a superior experience in pro gaming, streaming of sound and art, NETGEAR delivers innovative networking products that are reliable, secure and easy-to-use for consumers and businesses alike.  NETGEAR products are flexible and configurable to address the needs of each region in which the Company's products are sold, and are available worldwide through major retailers, service providers and resellers. Connect with NETGEAR on Twitter, Facebook and their blog."
660,netgsm,https://www.mwcbarcelona.com/exhibitor/netgsm/,Hall 5 Stand 5F61,,,,
661,netnumber,https://www.mwcbarcelona.com/exhibitor/netnumber/,Hall 7 Stand 7D81,,kgibbons@netnumber.com,http://www.netnumber.com,"NetNumber delivers software-based signaling-control solutions that enable operators to accelerate delivery of new services across multiple generations of networks, while dramatically simplifying the core network and reducing operating costs."
662,netscout,https://www.mwcbarcelona.com/exhibitor/netscout/,Hall 1 Stand 1D70,,,http://www.netscout.com,"NETSCOUT is a market leader in providing end-to-end service assurance, business analytics and network security solutions. With experience in the world’s largest and most demanding service provider networks and through continuous advancement in innovation, NETSCOUT watches over all systems, services, subscribers, and vulnerabilities today and into the future with virtualization, 5G and the Internet of Things. NETSCOUT delivers real-time, traffic-based intelligence that enables customers to provide a flawless user experience by achieving extraordinary service quality and operational excellence, giving Service Providers the confidence to innovate in the connected world ready. With NETSCOUT you have Visibility Without Borders!"
663,netsia,https://www.mwcbarcelona.com/exhibitor/netsia/,Hall 7 Stand 7N111MR,,ilber.tutal@argela.com.tr,http://www.argela.com,"Netsia is an applied research organization based in Sunnyvale (California), which actively works on programmable Software-Defined RAN Virtualization for 5G. Netsia invests in new technologies, showcases them through proof-of-concept and key use-case implementations by demonstrating the opportunities that these new technologies have to offer.  Netsia not only plays an important role in legacy systems within the telecom industry, but it also works on the transformation of new SDN/NFV technologies, more specifically on the transformation of traditional central office to a globally orchestrated, distributed multi-access edge cloud."
664,netsweeper,https://www.mwcbarcelona.com/exhibitor/netsweeper/,Hall 7 Stand 7J51,,,,
665,neurafy,https://www.mwcbarcelona.com/exhibitor/neurafy/,Hall M8,,luis@neurafy.com,http://www.neurafy.com,Tailored IA assistants. 
666,neusoft,https://www.mwcbarcelona.com/exhibitor/neusoft/,Hall 6 Stand 6M55,,,http://www.neusoft.com,"Neusoft is a solution provider for connected vehicles. With more than 25 years of experience and nearly 18.000 employees worldwide and subsidiaries in the US, Japan, Middle East, South America and Europe."
667,newratek,https://www.mwcbarcelona.com/exhibitor/newratek/,Hall 7 Stand 7G61,,,http://www.newratek.com,NEWRATEK is a leading semiconductor fabless and licensor of next-generation Wi-Fi patent standards. 
668,nexign,https://www.mwcbarcelona.com/exhibitor/nexign/,Hall 3 Stand 3B40,,office@nexign-systems.com,,"Nexign, a leading Business Support System (BSS) provider, has been delivering pragmatic, business-driven innovation and change since 1992. As CSPs become digital service providers, Nexign accelerates their transformation through engineering excellence, customised products and services and a relentless focus on their total cost of ownership and revenue stream diversification. Nexign takes pride in a partner-centric mentality with customers that is built on 26 years of gaining trust and delivering on promises and short-term value."
669,nexplayer,https://www.mwcbarcelona.com/exhibitor/nexplayer/,Hall 8,,warda.allalou@nexstreaming.com,http://www.nexplayer.com,"NexPlayer is a global multimedia software development company providing fully customizable media players for Android, iOS, Smart TVs, STBs, and websites. NexPlayer’s media players are integrated into the OTT platforms of premium video service providers including HBO, Sky, Turner, BT, and AT&T. Advanced features supported by NexPlayer’s SDKs include low latency, CMAF, 360 video, customizable ABR, time-shifting, and offline playback. NexPlayer has also developed the only media player supporting Widevine DRM on all Android and iOS devices, with both HLS & DASH. The NexPlayer team is well known for its excellent customer support, providing timely solutions on a case-by-case basis."
670,nextbridge,https://www.mwcbarcelona.com/exhibitor/nextbridge/,Hall 8,,shahid.maqsood@nxb.com.pk,http://www.nextbridge.com,"As a state of the art 360 tech company where the crème de la crème of local talent can be found, we pride ourselves in what we do. Our work environment is based on efficiency and drive; and our 400+ engineers are top of their game in their respective fields. "
671,nextome,https://www.mwcbarcelona.com/exhibitor/nextome/,Hall 8,,info@nextome.net,http://www.nextome.net,"Nextome is leader in indoor positioning. It localizes, guides and tracks users and asset with a simple to install, ready-to-use and low cost solution."
672,ng4t,https://www.mwcbarcelona.com/exhibitor/ng4t/,Hall 6 Stand 6N30,,carsten.fuchs@ng4t.com,http://www.ng4t.com,ng4T develops innovative Products for testing of Mobile Communication Networks and Systems.
673,ngis,https://www.mwcbarcelona.com/exhibitor/ngis/,Hall 7 Stand 7G71,,,,
674,ngmn,https://www.mwcbarcelona.com/exhibitor/ngmn/,Hall 2,,,http://www.ngmn.org,About NGMN Alliance (www.ngmn.org)
675,nimbelink,https://www.mwcbarcelona.com/exhibitor/nimbelink/,Halls,,,,
676,nissan,https://www.mwcbarcelona.com/exhibitor/nissan/,Halls,,,http://www.nissan.es,"Nissan has five production centres in Spain at Barcelona, Ávila and Cantabria where it manufactures the combustion engine and electric versions of the NV200 van which is the bestseller in Europe, the Navara pickup and the NT400/Cabstar light truck. It also manufactures components for several plants in the Renault-Nissan-Mitsubishi Alliance, has an R&D facility for all of Europe, a distribution hub and a spare parts centre. Barcelona hosts its sales office for Spain and Portugal, countries in which Nissan is the electric mobility and crossover segment leader. Some 5,000 people work at Nissan in Spain."
677,noa,https://www.mwcbarcelona.com/exhibitor/noa/,Hall 6 Stand 6E20,,,http://www.noa-mobile.eu,"The NOA family of smart devices includes everything that is needed for a media rich life. The crown jewel of the collection is the NOA Element series of smartphones, followed by the NOA Vision smart TV devices. The series is completed with the NOA tablet , suitable for home and office use. The quality of the NOA brand has been confirmed with several awards, most notable being the EISA Best Buy Award 2018-2019 for the NOA N10 smartphone."
678,nodes,https://www.mwcbarcelona.com/exhibitor/nodes/,Hall 6 Stand 6C50,,maiv@nodes.dk,http://www.nodesagency.com,"As one of Europe’s leading digital development agencies, with in-house developers, designers and digital strategists, we help turn our customers concepts into reliable and robust digital solutions, with stunning design and amazing user experience."
679,nokia,https://www.mwcbarcelona.com/exhibitor/nokia/,Hall 3 Stand 3A10,,,,"We create the technology to connect the world. Powered by the research and innovation of Nokia Bell Labs, we serve communications service providers, governments, large enterprises and consumers, with the industry's most complete, end-to-end portfolio of products, services and licensing."
680,nominet,https://www.mwcbarcelona.com/exhibitor/nominet/,Hall 6 Stand 6M57,,,http://www.nominet.com/spectrumleasing,"Nominet is driven by a commitment to use technology to improve connectivity, security and inclusivity online. For 20 years, Nominet has been at the forefront of innovation through its internet registry solutions and cyber security services. A profit with a purpose company, Nominet supports initiatives that contribute to a vibrant digital future."
681,nomorepass,https://www.mwcbarcelona.com/exhibitor/nomorepass/,Hall M8,,espinosa@nomorepass.com,,"NoMorePass is a mobile-based solution for securely storing users' credentials on their own smartphone. NoMorePass has a protocol for the exchange of credentials that allows, in a convenient, safe and immediate way, to transfer keys to the destination service avoiding the need to memorize the keys or to store them in less secure places. In addition, the app allows you to generate new, secure passwords for any service so you do not need to remember."
682,norway,https://www.mwcbarcelona.com/exhibitor/norway/,Hall 7 Stand 7J61,,robal@innovationnorway.no,http://www.innovationnorway.no,Innovation Norway is the Norwegian Government's most important instrument for innovation and development of Norwegian enterprises and industry. We support companies in developing their competitive advantage and to enhance innovation
683,nosoft,https://www.mwcbarcelona.com/exhibitor/nosoft/,Hall 5 Stand 5B61,,contact@nosoft.io,,Don’t stay at an idea stage… Get your own app in 3 days for less than 5k€ and go test your market fit !
